Timezero,U,V,W,U_avg,V_avg,W_avg,U',V',W',U'',V'',W'',U'V',V'W',W'U',U''_Avg,V''_Avg,W''_Avg,U'V'_Avg,V'W'_Avg,W'U'_Avg,TKE
10.9,125.3725,2.3525,12.445,137.863,1.95,16.769,-12.49,0.403,-4.324,156.013,0.162,18.697,-5.027,-1.74,54.009,1572.213,225.026,120.319,91.406,43.705,61.646,958.779
10.925,125.1375,1.5075,11.7425,137.916,1.95,16.765,-12.778,-0.442,-5.023,163.29,0.196,25.226,5.654,2.222,64.18,1569.554,224.565,120.068,91.258,43.609,61.57,957.094
10.95,123.6425,0.125,11.7,137.969,1.95,16.761,-14.326,-1.825,-5.061,205.249,3.331,25.614,26.146,9.236,72.506,1566.89,224.104,119.818,91.11,43.512,61.494,955.406
10.975,120.9,-1.4575,12.0625,138.021,1.95,16.757,-17.121,-3.407,-4.695,293.129,11.611,22.038,58.34,15.997,80.375,1564.221,223.642,119.566,90.962,43.415,61.418,953.715
11.0,118.8425,-1.305,11.4825,138.073,1.95,16.753,-19.231,-3.255,-5.271,369.812,10.595,27.778,62.595,17.155,101.354,1561.548,223.179,119.315,90.813,43.319,61.342,952.021
11.025,118.7075,-1.6725,11.8875,138.125,1.949,16.75,-19.418,-3.622,-4.863,377.039,13.115,23.644,70.32,17.61,94.418,1558.87,222.716,119.063,90.664,43.222,61.266,950.324
11.05,118.765,-1.5425,11.83,138.177,1.949,16.746,-19.412,-3.492,-4.916,376.826,12.191,24.167,67.777,17.164,95.429,1556.188,222.252,118.811,90.514,43.125,61.189,948.625
11.075,118.5575,-0.8425,12.01,138.229,1.949,16.742,-19.672,-2.792,-4.732,386.968,7.792,22.392,54.913,13.209,93.086,1553.501,221.788,118.559,90.365,43.028,61.112,946.924
11.1,120.0775,0.0025,13.3625,138.28,1.949,16.738,-18.203,-1.947,-3.375,331.331,3.789,11.394,35.431,6.57,61.443,1550.809,221.323,118.306,90.215,42.93,61.035,945.219
11.125,121.7925,-0.2025,14.715,138.332,1.949,16.734,-16.539,-2.151,-2.019,273.555,4.629,4.076,35.585,4.344,33.393,1548.113,220.857,118.053,90.065,42.833,60.958,943.512
11.15,123.2325,-0.6925,15.33,138.383,1.948,16.73,-15.151,-2.64,-1.4,229.538,6.972,1.96,40.005,3.697,21.211,1545.413,220.39,117.8,89.914,42.735,60.88,941.801
11.175,123.6775,-1.3075,15.64,138.434,1.948,16.726,-14.757,-3.256,-1.086,217.754,10.598,1.179,48.04,3.535,16.026,1542.708,219.924,117.547,89.764,42.638,60.803,940.09
11.2,125.48,-1.4475,15.295,138.485,1.948,16.722,-13.005,-3.396,-1.427,169.13,11.529,2.036,44.158,4.845,18.558,1539.998,219.456,117.293,89.613,42.54,60.725,938.373
11.225,126.56,-1.24,13.615,138.535,1.948,16.719,-11.975,-3.188,-3.104,143.401,10.163,9.635,38.176,9.896,37.17,1537.284,218.988,117.039,89.461,42.442,60.647,936.656
11.25,127.125,-0.515,11.9625,138.586,1.948,16.715,-11.461,-2.463,-4.752,131.355,6.066,22.586,28.228,11.705,54.468,1534.566,218.519,116.784,89.31,42.344,60.568,934.935
11.275,127.3075,0.15,10.4075,138.636,1.947,16.711,-11.328,-1.797,-6.303,128.335,3.229,39.734,20.357,11.327,71.409,1531.843,218.05,116.53,89.158,42.246,60.49,933.212
11.3,128.3575,1.22,10.7975,138.686,1.947,16.707,-10.329,-0.727,-5.91,106.678,0.529,34.922,7.509,4.296,61.036,1529.116,217.58,116.275,89.006,42.148,60.411,931.486
11.325,129.6575,2.6175,11.95,138.736,1.947,16.703,-9.078,0.671,-4.753,82.419,0.45,22.591,-6.087,-3.187,43.15,1526.385,217.11,116.02,88.854,42.049,60.332,929.757
11.35,131.5675,3.3875,13.48,138.786,1.946,16.699,-7.219,1.442,-3.219,52.107,2.078,10.362,-10.405,-4.64,23.236,1523.649,216.639,115.764,88.701,41.951,60.253,928.026
11.375,133.025,4.01,15.3875,138.836,1.946,16.695,-5.811,2.064,-1.308,33.768,4.26,1.71,-11.994,-2.699,7.598,1520.909,216.167,115.508,88.548,41.853,60.174,926.292
11.4,133.7075,4.565,17.1775,138.885,1.946,16.691,-5.177,2.619,0.486,26.807,6.859,0.237,-13.56,1.274,-2.519,1518.164,215.695,115.252,88.395,41.754,60.095,924.555
11.425,133.4475,5.4,18.5,138.934,1.946,16.687,-5.487,3.454,1.813,30.102,11.93,3.287,-18.95,6.262,-9.947,1515.416,215.222,114.996,88.242,41.655,60.015,922.817
11.45,132.0625,5.8925,18.4625,138.984,1.945,16.683,-6.922,3.947,1.779,47.907,15.583,3.167,-27.323,7.025,-12.317,1512.663,214.749,114.739,88.088,41.556,59.935,921.076
11.475,129.5575,5.6675,17.525,139.033,1.945,16.679,-9.475,3.723,0.846,89.785,13.857,0.716,-35.273,3.149,-8.016,1509.906,214.275,114.483,87.934,41.457,59.855,919.332
11.5,127.6975,4.3975,16.17,139.081,1.945,16.675,-11.383,2.452,-0.505,129.584,6.015,0.255,-27.918,-1.239,5.749,1507.144,213.801,114.225,87.78,41.358,59.775,917.585
11.525,126.6375,2.5125,14.89,139.13,1.944,16.672,-12.492,0.569,-1.782,156.063,0.323,3.176,-7.102,-1.013,22.262,1504.379,213.326,113.968,87.626,41.259,59.694,915.837
11.55,126.4325,0.89,15.37,139.178,1.944,16.668,-12.745,-1.054,-1.298,162.448,1.111,1.685,13.434,1.368,16.544,1501.609,212.85,113.71,87.471,41.16,59.614,914.084
11.575,124.7625,0.09,14.755,139.227,1.944,16.664,-14.465,-1.854,-1.909,209.222,3.437,3.644,26.817,3.539,27.613,1498.835,212.374,113.452,87.316,41.06,59.533,912.331
11.6,122.375,0.37,12.4725,139.275,1.943,16.66,-16.9,-1.573,-4.188,285.61,2.474,17.535,26.584,6.587,70.769,1496.057,211.897,113.194,87.161,40.961,59.452,910.574
11.625,121.045,0.93,11.3125,139.323,1.943,16.656,-18.278,-1.013,-5.343,334.085,1.026,28.553,18.516,5.413,97.668,1493.275,211.42,112.936,87.006,40.861,59.371,908.816
11.65,119.8475,1.3575,10.4525,139.37,1.943,16.652,-19.523,-0.586,-6.2,381.128,0.343,38.434,11.43,3.63,121.03,1490.488,210.943,112.677,86.85,40.761,59.289,907.054
11.675,118.765,1.7475,10.5925,139.418,1.942,16.648,-20.653,-0.194,-6.056,426.546,0.038,36.669,4.017,1.178,125.064,1487.698,210.464,112.418,86.694,40.661,59.208,905.29
11.7,117.6375,2.0825,11.5775,139.465,1.942,16.644,-21.828,0.141,-5.066,476.44,0.02,25.669,-3.067,-0.712,110.589,1484.903,209.986,112.159,86.538,40.561,59.126,903.524
11.725,116.475,2.7925,12.2575,139.513,1.942,16.64,-23.038,0.851,-4.383,530.749,0.723,19.206,-19.594,-3.727,100.964,1482.105,209.507,111.9,86.381,40.461,59.044,901.756
11.75,118.525,2.845,13.4525,139.56,1.941,16.636,-21.035,0.904,-3.183,442.471,0.817,10.135,-19.016,-2.878,66.965,1479.303,209.027,111.64,86.225,40.361,58.962,899.985
11.775,121.48,3.0275,13.7475,139.607,1.941,16.632,-18.127,1.086,-2.885,328.588,1.18,8.32,-19.695,-3.134,52.287,1476.496,208.546,111.38,86.068,40.261,58.879,898.211
11.8,123.255,2.7925,13.285,139.653,1.94,16.628,-16.398,0.853,-3.343,268.894,0.727,11.176,-13.979,-2.85,54.819,1473.686,208.066,111.12,85.911,40.161,58.797,896.436
11.825,124.65,1.735,13.275,139.7,1.94,16.624,-15.05,-0.205,-3.349,226.502,0.042,11.216,3.085,0.687,50.402,1470.871,207.584,110.859,85.753,40.06,58.714,894.657
11.85,126.125,0.535,14.0575,139.746,1.94,16.62,-13.621,-1.405,-2.563,185.532,1.974,6.566,19.138,3.6,34.904,1468.053,207.103,110.599,85.596,39.96,58.631,892.878
11.875,126.4825,-0.28,15.02,139.792,1.939,16.616,-13.309,-2.219,-1.596,177.143,4.924,2.547,29.534,3.542,21.242,1465.231,206.62,110.338,85.438,39.859,58.548,891.095
11.9,126.2175,-1.6175,15.6925,139.839,1.939,16.612,-13.621,-3.556,-0.919,185.545,12.649,0.845,48.445,3.27,12.525,1462.405,206.138,110.077,85.28,39.758,58.465,889.31
11.925,125.89,-2.7525,15.6775,139.884,1.938,16.608,-13.994,-4.691,-0.931,195.832,22.001,0.866,65.639,4.365,13.021,1459.575,205.654,109.815,85.122,39.657,58.381,887.522
11.95,124.785,-3.575,15.5825,139.93,1.938,16.604,-15.145,-5.513,-1.021,229.371,30.393,1.043,83.494,5.632,15.471,1456.741,205.17,109.554,84.963,39.557,58.298,885.733
11.975,124.2175,-3.395,15.66,139.976,1.937,16.6,-15.758,-5.332,-0.94,248.33,28.43,0.884,84.024,5.012,14.813,1453.903,204.686,109.292,84.804,39.455,58.214,883.94
12.0,124.22,-2.5375,15.8725,140.021,1.937,16.596,-15.801,-4.474,-0.723,249.672,20.021,0.523,70.702,3.237,11.432,1451.062,204.201,109.03,84.645,39.354,58.13,882.146
12.025,123.4475,-0.4925,15.55,140.066,1.936,16.592,-16.618,-2.429,-1.042,276.175,5.898,1.086,40.358,2.53,17.316,1448.216,203.716,108.767,84.486,39.253,58.045,880.349
12.05,124.6575,1.13,14.95,140.111,1.936,16.588,-15.453,-0.806,-1.638,238.811,0.65,2.683,12.456,1.32,25.313,1445.367,203.231,108.505,84.326,39.152,57.961,878.552
12.075,126.9825,2.1125,15.2475,140.156,1.936,16.584,-13.174,0.176,-1.336,173.541,0.031,1.786,-2.325,-0.236,17.606,1442.515,202.744,108.242,84.167,39.05,57.877,876.75
12.1,129.455,2.625,15.7575,140.201,1.935,16.58,-10.746,0.69,-0.822,115.477,0.476,0.677,-7.415,-0.568,8.839,1439.658,202.258,107.979,84.007,38.949,57.792,874.947
12.125,133.3725,3.2075,18.6725,140.245,1.935,16.576,-6.873,1.272,2.096,47.231,1.619,4.395,-8.745,2.668,-14.408,1436.798,201.771,107.716,83.846,38.847,57.707,873.142
12.15,132.1,1.8225,19.0775,140.289,1.934,16.572,-8.189,-0.111,2.506,67.06,0.012,6.278,0.913,-0.279,-20.518,1433.934,201.283,107.453,83.686,38.746,57.622,871.335
12.175,130.4525,1.6975,19.295,140.334,1.934,16.568,-9.882,-0.236,2.727,97.644,0.056,7.437,2.337,-0.645,-26.947,1431.066,200.795,107.189,83.525,38.644,57.537,869.525
12.2,126.72,1.5725,18.8125,140.378,1.933,16.564,-13.658,-0.361,2.248,186.541,0.13,5.056,4.924,-0.811,-30.71,1428.195,200.307,106.925,83.364,38.542,57.451,867.713
12.225,122.9225,0.9525,17.275,140.421,1.933,16.56,-17.498,-0.981,0.715,306.198,0.961,0.511,17.157,-0.701,-12.511,1425.32,199.818,106.661,83.203,38.44,57.365,865.899
12.25,119.8275,0.375,15.585,140.465,1.932,16.556,-20.638,-1.557,-0.971,425.906,2.424,0.943,32.133,1.512,20.039,1422.442,199.328,106.397,83.042,38.338,57.28,864.083
12.275,118.3575,0.2675,14.495,140.508,1.932,16.552,-22.151,-1.664,-2.057,490.645,2.771,4.231,36.87,3.424,45.564,1419.56,198.838,106.132,82.88,38.236,57.194,862.265
12.3,118.41,1.12,13.715,140.552,1.931,16.548,-22.142,-0.811,-2.833,490.268,0.658,8.026,17.957,2.298,62.728,1416.675,198.348,105.868,82.719,38.134,57.108,860.445
12.325,118.57,2.3425,13.44,140.595,1.93,16.544,-22.025,0.412,-3.104,485.101,0.17,9.635,-9.085,-1.28,68.366,1413.785,197.857,105.603,82.557,38.032,57.021,858.623
12.35,118.465,3.385,13.5275,140.638,1.93,16.54,-22.173,1.455,-3.012,491.642,2.117,9.075,-32.262,-4.383,66.796,1410.893,197.366,105.338,82.395,37.929,56.935,856.798
12.375,118.48,4.045,13.845,140.681,1.929,16.536,-22.201,2.116,-2.691,492.884,4.477,7.241,-46.977,-5.694,59.743,1407.997,196.875,105.073,82.232,37.827,56.848,854.973
12.4,117.87,3.895,13.89,140.723,1.929,16.532,-22.853,1.966,-2.642,522.26,3.865,6.98,-44.929,-5.194,60.378,1405.097,196.383,104.807,82.069,37.724,56.761,853.144
12.425,116.95,3.07,13.23,140.766,1.928,16.528,-23.816,1.142,-3.298,567.202,1.304,10.877,-27.198,-3.766,78.545,1402.194,195.89,104.541,81.907,37.622,56.674,851.312
12.45,116.7075,2.0025,12.93,140.808,1.928,16.524,-24.1,0.075,-3.594,580.834,0.006,12.917,-1.795,-0.268,86.617,1399.288,195.398,104.276,81.744,37.519,56.587,849.481
12.475,116.7175,1.0,11.9875,140.85,1.927,16.52,-24.132,-0.927,-4.532,582.378,0.859,20.544,22.371,4.202,109.381,1396.378,194.904,104.01,81.58,37.416,56.5,847.646
12.5,116.8475,-0.4875,10.615,140.892,1.927,16.515,-24.044,-2.414,-5.9,578.138,5.83,34.81,58.055,14.246,141.863,1393.465,194.411,103.743,81.417,37.313,56.412,845.809
12.525,116.6825,-1.8475,10.2875,140.933,1.926,16.511,-24.25,-3.773,-6.223,588.087,14.239,38.732,91.509,23.484,150.923,1390.548,193.917,103.477,81.253,37.211,56.325,843.971
12.55,116.05,-2.2575,9.73,140.975,1.925,16.507,-24.925,-4.183,-6.777,621.256,17.493,45.928,104.249,28.345,168.917,1387.628,193.422,103.21,81.089,37.108,56.237,842.13
12.575,115.3225,-2.055,9.8525,141.016,1.925,16.503,-25.693,-3.98,-6.651,660.156,15.84,44.229,102.26,26.469,170.875,1384.705,192.927,102.943,80.925,37.005,56.149,840.287
12.6,114.4275,-1.9575,10.0025,141.058,1.924,16.499,-26.63,-3.881,-6.496,709.184,15.066,42.205,103.366,25.216,173.005,1381.778,192.432,102.676,80.761,36.901,56.061,838.443
12.625,114.5175,0.1575,10.1575,141.099,1.923,16.495,-26.581,-1.766,-6.338,706.576,3.117,40.164,46.93,11.189,168.46,1378.848,191.936,102.409,80.596,36.798,55.972,836.596
12.65,116.795,2.725,12.1875,141.14,1.923,16.491,-24.345,0.802,-4.303,592.679,0.643,18.52,-19.525,-3.451,104.769,1375.915,191.44,102.142,80.432,36.695,55.884,834.749
12.675,119.4675,1.5075,13.755,141.18,1.922,16.487,-21.713,-0.414,-2.732,471.433,0.172,7.464,9.0,1.132,59.319,1372.979,190.944,101.874,80.267,36.591,55.795,832.899
12.7,120.2225,1.38,13.6925,141.221,1.922,16.483,-20.999,-0.542,-2.79,440.937,0.294,7.787,11.381,1.512,58.596,1370.039,190.447,101.607,80.102,36.488,55.706,831.046
12.725,119.8275,2.125,13.0825,141.261,1.921,16.479,-21.433,0.204,-3.396,459.395,0.042,11.536,-4.372,-0.693,72.799,1367.097,189.95,101.339,79.936,36.385,55.617,829.193
12.75,119.7825,3.08,12.9775,141.301,1.92,16.475,-21.518,1.16,-3.498,463.046,1.346,12.233,-24.961,-4.057,75.261,1364.151,189.452,101.071,79.771,36.281,55.528,827.337
12.775,120.58,3.9725,13.1625,141.341,1.92,16.471,-20.761,2.053,-3.309,431.019,4.213,10.946,-42.612,-6.791,68.688,1361.202,188.954,100.803,79.605,36.177,55.439,825.479
12.8,121.7725,4.4375,12.615,141.381,1.919,16.467,-19.609,2.518,-3.852,384.493,6.343,14.838,-49.384,-9.701,75.532,1358.249,188.456,100.534,79.439,36.074,55.349,823.62
12.825,124.9325,3.96,13.0925,141.421,1.918,16.463,-16.488,2.042,-3.371,271.871,4.17,11.36,-33.67,-6.883,55.574,1355.294,187.957,100.266,79.273,35.97,55.26,821.759
12.85,126.79,3.845,12.7775,141.46,1.918,16.458,-14.67,1.927,-3.68,215.209,3.713,13.546,-28.269,-7.092,53.993,1352.336,187.458,99.997,79.107,35.866,55.17,819.896
12.875,128.8375,2.96,13.135,141.5,1.917,16.454,-12.662,1.043,-3.319,160.339,1.088,11.016,-13.207,-3.462,42.027,1349.374,186.959,99.728,78.94,35.762,55.08,818.031
12.9,130.39,1.515,13.9275,141.539,1.916,16.45,-11.149,-0.401,-2.522,124.3,0.161,6.363,4.471,1.012,28.123,1346.41,186.459,99.459,78.773,35.658,54.99,816.164
12.925,131.5325,0.5275,15.77,141.578,1.916,16.446,-10.046,-1.389,-0.676,100.912,1.928,0.457,13.948,0.939,6.791,1343.442,185.959,99.19,78.607,35.554,54.9,814.296
12.95,130.2975,-0.315,16.2275,141.617,1.915,16.442,-11.319,-2.23,-0.215,128.131,4.973,0.046,25.242,0.478,2.428,1340.471,185.459,98.921,78.44,35.45,54.809,812.426
12.975,129.1,-1.4875,16.0975,141.655,1.914,16.438,-12.555,-3.401,-0.34,157.628,11.57,0.116,42.706,1.158,4.275,1337.498,184.958,98.651,78.272,35.346,54.719,810.554
13.0,127.4425,-2.5775,15.2625,141.694,1.913,16.434,-14.251,-4.49,-1.172,203.105,20.165,1.372,63.996,5.261,16.696,1334.521,184.457,98.382,78.105,35.241,54.628,808.68
13.025,125.8275,-3.345,14.34,141.732,1.913,16.43,-15.904,-5.258,-2.09,252.953,27.647,4.368,83.626,10.989,33.24,1331.542,183.955,98.112,77.937,35.137,54.537,806.804
13.05,124.755,-3.585,13.8825,141.77,1.912,16.426,-17.015,-5.497,-2.543,289.51,30.217,6.469,93.531,13.982,43.278,1328.559,183.454,97.842,77.769,35.033,54.446,804.928
13.075,124.34,-3.2475,13.9275,141.808,1.911,16.422,-17.468,-5.159,-2.495,305.131,26.61,6.223,90.109,12.868,43.574,1325.574,182.952,97.572,77.601,34.928,54.355,803.049
13.1,125.3225,-1.395,13.075,141.846,1.91,16.418,-16.523,-3.305,-3.343,273.026,10.923,11.176,54.61,11.049,55.238,1322.586,182.449,97.302,77.433,34.824,54.264,801.168
13.125,126.88,1.6525,12.61,141.884,1.91,16.413,-15.004,-0.257,-3.803,225.12,0.066,14.463,3.864,0.979,57.06,1319.595,181.946,97.031,77.265,34.719,54.172,799.286
13.15,128.525,4.2975,12.92,141.921,1.909,16.409,-13.396,2.389,-3.489,179.453,5.705,12.173,-31.996,-8.333,46.739,1316.601,181.443,96.761,77.096,34.615,54.081,797.403
13.175,129.7925,5.565,14.07,141.958,1.908,16.405,-12.166,3.657,-2.335,147.999,13.374,5.452,-44.489,-8.539,28.406,1313.605,180.94,96.49,76.928,34.51,53.989,795.518
13.2,131.425,5.5025,15.6725,141.995,1.907,16.401,-10.57,3.596,-0.729,111.725,12.928,0.531,-38.004,-2.619,7.7,1310.605,180.436,96.219,76.759,34.405,53.897,793.63
13.225,134.54,5.3225,18.335,142.032,1.907,16.397,-7.492,3.415,1.938,56.13,11.666,3.756,-25.589,6.619,-14.519,1307.603,179.932,95.948,76.59,34.3,53.805,791.742
13.25,136.3375,4.965,19.68,142.069,1.906,16.393,-5.731,3.059,3.287,32.85,9.357,10.804,-17.533,10.055,-18.839,1304.598,179.428,95.677,76.42,34.196,53.713,789.851
13.275,137.6775,4.49,19.855,142.106,1.905,16.389,-4.428,2.585,3.466,19.612,6.682,12.013,-11.448,8.96,-15.349,1301.59,178.923,95.406,76.251,34.091,53.62,787.959
13.3,138.52,4.265,19.5225,142.142,1.904,16.385,-3.622,2.361,3.137,13.119,5.574,9.844,-8.552,7.408,-11.364,1298.58,178.418,95.135,76.081,33.986,53.528,786.067
13.325,139.5925,4.1325,19.2375,142.178,1.904,16.381,-2.585,2.229,2.857,6.685,4.966,8.16,-5.762,6.366,-7.385,1295.567,177.913,94.864,75.912,33.881,53.435,784.172
13.35,140.705,4.3225,18.44,142.214,1.903,16.376,-1.509,2.419,2.064,2.277,5.854,4.26,-3.651,4.994,-3.115,1292.551,177.408,94.592,75.742,33.776,53.343,782.275
13.375,141.0175,3.5,19.065,142.25,1.902,16.372,-1.232,1.598,2.693,1.519,2.554,7.252,-1.97,4.303,-3.319,1289.533,176.902,94.32,75.572,33.67,53.25,780.377
13.4,140.1975,1.6925,20.415,142.286,1.901,16.368,-2.089,-0.209,4.047,4.362,0.043,16.378,0.435,-0.844,-8.452,1286.512,176.396,94.049,75.401,33.565,53.157,778.478
13.425,138.525,0.2475,20.495,142.322,1.9,16.364,-3.797,-1.652,4.131,14.417,2.731,17.065,6.275,-6.826,-15.685,1283.488,175.89,93.777,75.231,33.46,53.063,776.578
13.45,136.5,-0.59,19.5625,142.357,1.899,16.36,-5.857,-2.489,3.203,34.304,6.195,10.256,14.578,-7.971,-18.757,1280.462,175.383,93.505,75.06,33.355,52.97,774.675
13.475,133.715,-1.345,18.7125,142.392,1.899,16.356,-8.677,-3.244,2.356,75.29,10.524,5.553,28.148,-7.644,-20.447,1277.434,174.876,93.233,74.889,33.25,52.877,772.771
13.5,130.5075,-2.4525,17.8675,142.427,1.898,16.352,-11.919,-4.351,1.515,142.074,18.927,2.297,51.856,-6.593,-18.064,1274.403,174.369,92.96,74.719,33.144,52.783,770.866
13.525,128.1125,-3.3125,17.295,142.462,1.897,16.348,-14.349,-5.21,0.947,205.908,27.139,0.897,74.754,-4.933,-13.589,1271.369,173.862,92.688,74.547,33.039,52.689,768.96
13.55,125.63,-3.5675,15.945,142.497,1.896,16.344,-16.867,-5.463,-0.399,284.496,29.85,0.159,92.153,2.18,6.73,1268.333,173.354,92.416,74.376,32.933,52.595,767.052
13.575,124.625,-2.9825,14.8275,142.531,1.895,16.339,-17.906,-4.877,-1.511,320.625,23.79,2.285,87.337,7.372,27.065,1265.294,172.846,92.143,74.205,32.828,52.501,765.142
13.6,124.5575,-2.2525,14.4525,142.566,1.894,16.335,-18.008,-4.146,-1.883,324.306,17.193,3.544,74.672,7.806,33.901,1262.253,172.338,91.87,74.033,32.722,52.407,763.23
13.625,125.3475,0.18,13.305,142.6,1.893,16.331,-17.252,-1.713,-3.026,297.649,2.934,9.157,29.554,5.184,52.206,1259.209,171.83,91.598,73.861,32.617,52.313,761.318
13.65,126.4125,1.9725,13.1925,142.634,1.893,16.327,-16.221,0.079,-3.135,263.137,0.006,9.825,-1.29,-0.249,50.846,1256.164,171.321,91.325,73.69,32.511,52.219,759.405
13.675,127.36,2.42,13.96,142.668,1.892,16.323,-15.308,0.528,-2.363,234.335,0.279,5.584,-8.083,-1.248,36.173,1253.115,170.812,91.052,73.518,32.405,52.124,757.49
13.7,127.615,2.4675,14.835,142.702,1.891,16.319,-15.087,0.576,-1.484,227.618,0.332,2.202,-8.698,-0.856,22.389,1250.065,170.303,90.779,73.345,32.3,52.029,755.573
13.725,126.94,1.4925,16.0,142.735,1.89,16.315,-15.795,-0.397,-0.315,249.482,0.158,0.099,6.279,0.125,4.975,1247.012,169.794,90.505,73.173,32.194,51.934,753.656
13.75,126.5275,0.305,17.12,142.768,1.889,16.311,-16.24,-1.584,0.809,263.754,2.509,0.654,25.725,-1.281,-13.139,1243.957,169.284,90.232,73.001,32.088,51.839,751.736
13.775,125.535,-1.3725,17.1975,142.802,1.888,16.306,-17.267,-3.26,0.892,298.149,10.631,0.795,56.299,-2.907,-15.394,1240.899,168.774,89.959,72.828,31.982,51.744,749.816
13.8,123.6825,-1.9325,16.3675,142.835,1.887,16.302,-19.153,-3.82,0.066,366.818,14.589,0.004,73.153,-0.25,-1.254,1237.839,168.264,89.685,72.655,31.876,51.649,747.894
13.825,122.045,-1.75,15.03,142.868,1.886,16.298,-20.823,-3.636,-1.268,433.597,13.22,1.608,75.712,4.61,26.404,1234.777,167.754,89.412,72.482,31.77,51.554,745.971
13.85,120.5575,-1.8275,12.385,142.9,1.885,16.294,-22.343,-3.712,-3.909,499.187,13.783,15.28,82.947,14.512,87.337,1231.713,167.244,89.138,72.309,31.664,51.458,744.047
13.875,120.635,0.2075,12.86,142.933,1.884,16.29,-22.298,-1.676,-3.43,497.201,2.811,11.765,37.383,5.75,76.482,1228.646,166.733,88.865,72.136,31.558,51.363,742.122
13.9,121.45,1.085,14.65,142.965,1.883,16.286,-21.515,-0.798,-1.636,462.895,0.637,2.676,17.169,1.306,35.199,1225.578,166.222,88.591,71.963,31.452,51.267,740.195
13.925,121.565,1.3025,15.9125,142.997,1.882,16.282,-21.432,-0.579,-0.37,459.331,0.336,0.137,12.42,0.214,7.919,1222.507,165.711,88.317,71.789,31.346,51.171,738.268
13.95,120.69,1.4975,16.4975,143.029,1.881,16.278,-22.339,-0.383,0.22,499.031,0.147,0.048,8.567,-0.084,-4.903,1219.434,165.2,88.043,71.615,31.24,51.075,736.339
13.975,118.7625,1.07,15.7975,143.061,1.88,16.273,-24.299,-0.81,-0.476,590.417,0.656,0.226,19.682,0.385,11.554,1216.359,164.688,87.769,71.442,31.134,50.979,734.408
14.0,119.3275,1.24,15.965,143.093,1.879,16.269,-23.765,-0.639,-0.304,564.799,0.408,0.092,15.186,0.194,7.225,1213.282,164.177,87.495,71.268,31.028,50.883,732.477
14.025,120.665,1.955,15.5425,143.124,1.879,16.265,-22.459,0.076,-0.723,504.407,0.006,0.522,-1.707,-0.055,16.227,1210.203,163.665,87.221,71.094,30.922,50.787,730.544
14.05,121.9725,2.4125,16.115,143.155,1.878,16.261,-21.183,0.535,-0.146,448.698,0.286,0.021,-11.322,-0.078,3.093,1207.121,163.153,86.947,70.919,30.815,50.69,728.611
14.075,124.0775,2.5675,16.72,143.187,1.877,16.257,-19.11,0.69,0.463,365.173,0.477,0.214,-13.195,0.32,-8.848,1204.038,162.641,86.672,70.745,30.709,50.594,726.676
14.1,128.175,1.4625,18.145,143.218,1.876,16.253,-15.043,-0.413,1.892,226.292,0.171,3.58,6.22,-0.782,-28.461,1200.953,162.128,86.398,70.571,30.603,50.497,724.739
14.125,129.9075,0.4425,18.65,143.248,1.875,16.249,-13.34,-1.433,2.401,177.969,2.052,5.765,19.11,-3.439,-32.031,1197.866,161.616,86.124,70.396,30.497,50.4,722.803
14.15,131.4025,-0.495,18.49,143.279,1.874,16.244,-11.876,-2.369,2.246,141.051,5.612,5.045,28.135,-5.321,-26.675,1194.777,161.103,85.849,70.221,30.39,50.303,720.865
14.175,132.4375,-1.2325,18.24,143.31,1.873,16.24,-10.873,-3.106,2.0,118.211,9.644,4.0,33.765,-6.211,-21.745,1191.685,160.59,85.575,70.046,30.284,50.206,718.925
14.2,133.195,-2.215,19.0675,143.34,1.871,16.236,-10.145,-4.086,2.831,102.921,16.695,8.017,41.452,-11.57,-28.726,1188.592,160.077,85.3,69.872,30.177,50.109,716.985
14.225,133.6275,-2.93,19.9175,143.37,1.87,16.232,-9.743,-4.8,3.686,94.916,23.04,13.583,46.764,-17.69,-35.906,1185.497,159.564,85.026,69.696,30.071,50.012,715.044
14.25,133.215,-2.965,20.045,143.4,1.869,16.228,-10.185,-4.834,3.817,103.734,23.368,14.569,49.234,-18.451,-38.876,1182.401,159.051,84.751,69.521,29.964,49.914,713.101
14.275,132.845,-2.87,19.7225,143.43,1.868,16.224,-10.585,-4.738,3.498,112.042,22.449,12.24,50.152,-16.576,-37.032,1179.302,158.537,84.476,69.346,29.858,49.817,711.158
