Timezero,U,V,W,U_avg,V_avg,W_avg,U',V',W',U'',V'',W'',U'V',V'W',W'U',U''_Avg,V''_Avg,W''_Avg,U'V'_Avg,V'W'_Avg,W'U'_Avg,TKE
114.575,68.35,-0.64,15.72,68.026,0.466,14.279,0.324,-1.106,1.441,0.105,1.223,2.076,-0.358,-1.594,0.467,-269.143,-56.236,-29.204,-14.188,-12.089,-9.588,-177.291
114.6,68.8925,-1.115,15.705,67.978,0.464,14.279,0.915,-1.579,1.426,0.836,2.493,2.033,-1.444,-2.252,1.304,-270.108,-56.393,-29.281,-14.244,-12.122,-9.641,-177.891
114.625,68.9025,-0.965,15.665,67.931,0.462,14.279,0.972,-1.427,1.386,0.944,2.036,1.921,-1.386,-1.978,1.346,-271.069,-56.548,-29.357,-14.3,-12.154,-9.693,-178.487
114.65,69.3875,-0.7075,16.6575,67.883,0.46,14.279,1.505,-1.167,2.378,2.264,1.363,5.657,-1.757,-2.777,3.578,-272.028,-56.704,-29.434,-14.356,-12.186,-9.746,-179.083
114.675,69.3725,-0.245,17.02,67.835,0.457,14.279,1.538,-0.702,2.741,2.364,0.493,7.513,-1.079,-1.924,4.214,-272.983,-56.858,-29.509,-14.411,-12.218,-9.799,-179.675
114.7,68.9,-0.0075,17.75,67.787,0.455,14.279,1.113,-0.463,3.471,1.239,0.214,12.048,-0.515,-1.605,3.863,-273.936,-57.012,-29.585,-14.467,-12.25,-9.851,-180.266
114.725,68.8275,-0.1725,17.47,67.739,0.453,14.278,1.088,-0.625,3.192,1.185,0.391,10.189,-0.681,-1.997,3.474,-274.885,-57.166,-29.66,-14.522,-12.281,-9.903,-180.856
114.75,68.535,-0.3875,17.4325,67.691,0.451,14.278,0.844,-0.839,3.155,0.712,0.703,9.951,-0.708,-2.645,2.662,-275.831,-57.318,-29.735,-14.577,-12.313,-9.956,-181.442
114.775,68.935,-0.51,17.6475,67.643,0.449,14.278,1.292,-0.959,3.37,1.669,0.92,11.354,-1.239,-3.231,4.353,-276.774,-57.47,-29.809,-14.632,-12.344,-10.008,-182.027
114.8,68.74,0.205,17.44,67.595,0.446,14.278,1.145,-0.241,3.162,1.311,0.058,9.998,-0.276,-0.762,3.62,-277.713,-57.622,-29.883,-14.686,-12.375,-10.06,-182.609
114.825,68.5725,0.2625,17.66,67.546,0.444,14.278,1.026,-0.181,3.382,1.054,0.033,11.438,-0.186,-0.614,3.472,-278.65,-57.773,-29.957,-14.741,-12.407,-10.112,-183.19
114.85,68.0425,0.205,17.2875,67.498,0.442,14.278,0.544,-0.237,3.01,0.296,0.056,9.057,-0.129,-0.713,1.639,-279.583,-57.923,-30.031,-14.795,-12.438,-10.164,-183.769
114.875,68.005,-0.3925,17.27,67.45,0.44,14.278,0.555,-0.833,2.992,0.308,0.693,8.952,-0.462,-2.491,1.661,-280.513,-58.073,-30.104,-14.849,-12.468,-10.216,-184.345
114.9,67.9125,-1.1175,16.4725,67.402,0.438,14.277,0.51,-1.555,2.196,0.261,2.42,4.82,-0.794,-3.415,1.121,-281.44,-58.222,-30.176,-14.903,-12.499,-10.267,-184.919
114.925,66.6125,-0.45,14.7525,67.353,0.436,14.277,-0.74,-0.886,0.476,0.548,0.785,0.226,0.656,-0.421,-0.352,-282.363,-58.37,-30.249,-14.957,-12.53,-10.319,-185.491
114.95,66.34,0.65,14.2475,67.305,0.433,14.277,-0.965,0.217,-0.029,0.931,0.047,0.001,-0.209,-0.006,0.028,-283.283,-58.518,-30.321,-15.011,-12.56,-10.371,-186.061
114.975,66.52,1.09,14.8675,67.257,0.431,14.277,-0.737,0.659,0.591,0.543,0.434,0.349,-0.486,0.389,-0.435,-284.2,-58.665,-30.392,-15.064,-12.591,-10.422,-186.629
115.0,67.195,1.27,14.51,67.208,0.429,14.277,-0.013,0.841,0.233,0.0,0.707,0.054,-0.011,0.196,-0.003,-285.114,-58.812,-30.464,-15.118,-12.621,-10.474,-187.195
115.025,66.655,1.5775,14.2625,67.16,0.427,14.277,-0.505,1.15,-0.014,0.255,1.324,0.0,-0.581,-0.017,0.007,-286.024,-58.958,-30.535,-15.171,-12.651,-10.525,-187.758
115.05,66.205,1.5225,15.065,67.112,0.425,14.277,-0.907,1.097,0.788,0.823,1.205,0.621,-0.995,0.865,-0.715,-286.931,-59.103,-30.605,-15.224,-12.681,-10.576,-188.32
115.075,66.235,1.0675,15.725,67.063,0.422,14.277,-0.828,0.645,1.448,0.686,0.417,2.097,-0.534,0.935,-1.199,-287.834,-59.247,-30.675,-15.277,-12.711,-10.628,-188.878
115.1,66.1125,0.795,15.5825,67.015,0.42,14.276,-0.903,0.375,1.306,0.815,0.141,1.707,-0.338,0.49,-1.179,-288.734,-59.391,-30.745,-15.329,-12.74,-10.679,-189.435
115.125,66.4025,0.3425,16.0225,66.966,0.418,14.276,-0.563,-0.075,1.747,0.318,0.006,3.05,0.043,-0.132,-0.984,-289.631,-59.535,-30.815,-15.382,-12.77,-10.73,-189.99
115.15,66.8025,0.03,16.03,66.918,0.416,14.276,-0.116,-0.386,1.754,0.013,0.149,3.077,0.045,-0.677,-0.203,-290.524,-59.677,-30.884,-15.434,-12.799,-10.781,-190.543
115.175,67.6475,-0.0925,16.35,66.869,0.414,14.276,0.778,-0.506,2.074,0.606,0.257,4.301,-0.394,-1.05,1.615,-291.414,-59.819,-30.952,-15.486,-12.829,-10.831,-191.093
115.2,67.69,-0.0025,17.135,66.821,0.412,14.276,0.869,-0.414,2.859,0.755,0.172,8.174,-0.36,-1.185,2.484,-292.301,-59.961,-31.021,-15.538,-12.858,-10.882,-191.642
115.225,68.655,0.4875,17.565,66.772,0.409,14.276,1.883,0.079,3.289,3.546,0.006,10.818,0.148,0.258,6.193,-293.184,-60.101,-31.089,-15.59,-12.887,-10.933,-192.187
115.25,69.325,0.495,17.065,66.723,0.407,14.276,2.602,0.088,2.789,6.77,0.008,7.779,0.229,0.245,7.257,-294.063,-60.241,-31.156,-15.641,-12.916,-10.983,-192.73
115.275,69.265,0.735,17.0125,66.675,0.405,14.276,2.59,0.33,2.736,6.708,0.109,7.488,0.855,0.903,7.088,-294.939,-60.381,-31.223,-15.692,-12.944,-11.034,-193.272
115.3,68.5675,1.275,17.54,66.626,0.403,14.276,1.941,0.872,3.264,3.769,0.76,10.654,1.693,2.846,6.337,-295.812,-60.519,-31.29,-15.744,-12.973,-11.084,-193.811
115.325,68.4525,1.355,17.715,66.577,0.401,14.276,1.876,0.954,3.439,3.518,0.91,11.827,1.789,3.281,6.45,-296.681,-60.657,-31.357,-15.795,-13.001,-11.134,-194.347
115.35,67.89,1.55,17.4725,66.528,0.399,14.276,1.362,1.151,3.197,1.855,1.325,10.218,1.568,3.679,4.354,-297.546,-60.795,-31.423,-15.845,-13.03,-11.185,-194.882
115.375,66.9075,1.4175,16.78,66.48,0.396,14.275,0.427,1.022,2.505,0.183,1.043,6.275,0.437,2.559,1.071,-298.408,-60.931,-31.489,-15.896,-13.058,-11.235,-195.414
115.4,66.77,0.745,16.28,66.431,0.394,14.275,0.339,0.351,2.005,0.115,0.123,4.02,0.119,0.704,0.68,-299.267,-61.067,-31.554,-15.946,-13.086,-11.285,-195.944
115.425,66.1675,0.2325,15.235,66.382,0.392,14.275,-0.215,-0.16,0.96,0.046,0.025,0.922,0.034,-0.153,-0.206,-300.122,-61.203,-31.619,-15.996,-13.114,-11.335,-196.472
115.45,65.45,-0.045,14.2875,66.333,0.39,14.275,-0.883,-0.435,0.012,0.78,0.189,0.0,0.384,-0.005,-0.011,-300.973,-61.337,-31.683,-16.046,-13.142,-11.384,-196.996
115.475,65.2625,-0.2675,14.265,66.284,0.388,14.275,-1.022,-0.655,-0.01,1.043,0.43,0.0,0.67,0.007,0.01,-301.82,-61.471,-31.748,-16.096,-13.169,-11.434,-197.519
115.5,65.105,-0.2675,13.5075,66.235,0.386,14.275,-1.13,-0.653,-0.768,1.277,0.427,0.589,0.738,0.502,0.867,-302.664,-61.605,-31.811,-16.146,-13.197,-11.484,-198.04
115.525,64.55,0.255,13.28,66.186,0.383,14.275,-1.636,-0.128,-0.995,2.676,0.016,0.99,0.209,0.127,1.628,-303.505,-61.737,-31.875,-16.195,-13.224,-11.533,-198.559
115.55,63.565,1.3075,12.7475,66.138,0.381,14.275,-2.573,0.927,-1.527,6.62,0.858,2.333,-2.384,-1.415,3.93,-304.341,-61.869,-31.938,-16.245,-13.251,-11.583,-199.074
115.575,62.47,1.985,12.7275,66.089,0.379,14.275,-3.619,1.606,-1.548,13.097,2.579,2.395,-5.812,-2.485,5.6,-305.174,-62.0,-32.0,-16.294,-13.278,-11.632,-199.587
115.6,62.38,1.2925,13.65,66.04,0.377,14.275,-3.66,0.915,-0.625,13.396,0.838,0.391,-3.351,-0.572,2.288,-306.004,-62.131,-32.063,-16.342,-13.305,-11.681,-200.099
115.625,62.45,1.11,13.9675,65.991,0.375,14.275,-3.541,0.735,-0.308,12.539,0.54,0.095,-2.603,-0.226,1.089,-306.829,-62.261,-32.124,-16.391,-13.332,-11.73,-200.607
115.65,62.615,0.9475,14.5175,65.942,0.373,14.275,-3.327,0.575,0.242,11.069,0.33,0.059,-1.911,0.139,-0.807,-307.651,-62.39,-32.186,-16.44,-13.358,-11.779,-201.113
115.675,63.1475,0.8025,14.76,65.893,0.37,14.275,-2.745,0.432,0.485,7.538,0.187,0.235,-1.187,0.21,-1.332,-308.47,-62.518,-32.247,-16.488,-13.385,-11.828,-201.618
115.7,63.965,0.8425,14.8625,65.843,0.368,14.275,-1.878,0.475,0.588,3.527,0.225,0.345,-0.891,0.279,-1.103,-309.284,-62.646,-32.308,-16.536,-13.411,-11.877,-202.119
115.725,64.38,0.1625,13.6675,65.794,0.366,14.275,-1.414,-0.203,-0.607,1.999,0.041,0.369,0.288,0.124,0.859,-310.095,-62.773,-32.368,-16.584,-13.437,-11.925,-202.618
115.75,64.875,0.4925,13.15,65.745,0.364,14.275,-0.87,0.129,-1.125,0.757,0.017,1.266,-0.112,-0.145,0.979,-310.902,-62.899,-32.428,-16.631,-13.463,-11.974,-203.114
115.775,65.555,0.4675,13.2725,65.696,0.362,14.275,-0.141,0.106,-1.002,0.02,0.011,1.005,-0.015,-0.106,0.141,-311.705,-63.025,-32.487,-16.679,-13.489,-12.023,-203.608
115.8,66.2175,0.53,13.205,65.647,0.36,14.275,0.57,0.17,-1.07,0.325,0.029,1.145,0.097,-0.182,-0.61,-312.504,-63.15,-32.546,-16.726,-13.515,-12.071,-204.1
115.825,65.8525,-0.0875,14.2525,65.598,0.358,14.275,0.255,-0.446,-0.023,0.065,0.198,0.001,-0.113,0.01,-0.006,-313.3,-63.274,-32.605,-16.773,-13.54,-12.119,-204.59
115.85,66.15,-0.25,14.86,65.549,0.355,14.275,0.601,-0.605,0.585,0.361,0.366,0.342,-0.364,-0.354,0.352,-314.091,-63.398,-32.663,-16.82,-13.566,-12.167,-205.076
115.875,66.3925,-0.24,15.1925,65.499,0.353,14.275,0.894,-0.593,0.918,0.798,0.352,0.842,-0.53,-0.544,0.82,-314.879,-63.52,-32.721,-16.866,-13.591,-12.215,-205.56
115.9,66.55,-0.0375,14.8775,65.45,0.351,14.275,1.1,-0.388,0.602,1.21,0.151,0.363,-0.427,-0.234,0.663,-315.663,-63.642,-32.778,-16.913,-13.616,-12.263,-206.042
115.925,66.2475,0.0125,14.885,65.401,0.349,14.275,0.847,-0.336,0.61,0.717,0.113,0.372,-0.285,-0.205,0.516,-316.443,-63.764,-32.835,-16.959,-13.641,-12.311,-206.521
115.95,66.215,-0.4125,15.5975,65.352,0.347,14.275,0.863,-0.759,1.322,0.745,0.577,1.749,-0.655,-1.004,1.141,-317.219,-63.884,-32.892,-17.005,-13.666,-12.359,-206.998
115.975,66.04,-0.68,15.29,65.303,0.345,14.275,0.737,-1.025,1.015,0.543,1.051,1.03,-0.755,-1.04,0.748,-317.992,-64.004,-32.948,-17.051,-13.691,-12.406,-207.472
116.0,65.3875,-0.6625,15.2425,65.253,0.342,14.275,0.135,-1.004,0.967,0.018,1.009,0.936,-0.135,-0.972,0.13,-318.76,-64.123,-33.004,-17.096,-13.715,-12.454,-207.944
116.025,64.97,-0.4725,15.405,65.204,0.34,14.275,-0.234,-0.812,1.13,0.055,0.66,1.277,0.19,-0.918,-0.264,-319.524,-64.242,-33.059,-17.142,-13.739,-12.501,-208.413
116.05,64.6,-0.3375,15.1,65.155,0.338,14.275,-0.555,-0.675,0.825,0.308,0.456,0.681,0.375,-0.557,-0.458,-320.285,-64.359,-33.114,-17.187,-13.764,-12.549,-208.879
116.075,64.5425,-0.255,15.09,65.105,0.336,14.275,-0.562,-0.591,0.815,0.316,0.349,0.664,0.332,-0.482,-0.458,-321.041,-64.476,-33.169,-17.232,-13.788,-12.596,-209.343
116.1,64.7075,-0.0875,15.13,65.056,0.334,14.275,-0.349,-0.421,0.855,0.121,0.178,0.731,0.147,-0.36,-0.298,-321.794,-64.592,-33.223,-17.277,-13.812,-12.643,-209.804
116.125,65.12,0.015,15.0175,65.007,0.332,14.275,0.113,-0.317,0.742,0.013,0.1,0.551,-0.036,-0.235,0.084,-322.542,-64.708,-33.277,-17.321,-13.835,-12.69,-210.263
116.15,65.125,0.285,15.415,64.957,0.33,14.275,0.168,-0.045,1.14,0.028,0.002,1.3,-0.008,-0.051,0.192,-323.287,-64.822,-33.33,-17.365,-13.859,-12.737,-210.719
116.175,66.0625,0.17,16.39,64.908,0.328,14.275,1.154,-0.158,2.115,1.333,0.025,4.473,-0.182,-0.334,2.442,-324.027,-64.936,-33.383,-17.41,-13.882,-12.783,-211.173
116.2,67.2275,0.0375,16.585,64.859,0.325,14.275,2.369,-0.288,2.31,5.61,0.083,5.336,-0.681,-0.664,5.471,-324.764,-65.049,-33.435,-17.453,-13.906,-12.83,-211.624
116.225,68.71,0.0125,16.415,64.809,0.323,14.275,3.901,-0.31,2.14,15.218,0.096,4.58,-1.211,-0.664,8.348,-325.496,-65.162,-33.488,-17.497,-13.929,-12.876,-212.073
116.25,69.9575,0.89,15.8625,64.76,0.321,14.275,5.197,0.569,1.588,27.014,0.324,2.52,2.957,0.903,8.251,-326.225,-65.273,-33.539,-17.541,-13.952,-12.923,-212.519
116.275,70.4675,1.385,15.7525,64.71,0.319,14.275,5.758,1.066,1.477,33.149,1.136,2.183,6.137,1.575,8.507,-326.949,-65.384,-33.59,-17.584,-13.974,-12.969,-212.962
116.3,71.16,1.6025,16.335,64.661,0.317,14.275,6.499,1.286,2.06,42.237,1.653,4.244,8.354,2.648,13.388,-327.669,-65.494,-33.641,-17.627,-13.997,-13.015,-213.402
116.325,71.61,1.225,16.845,64.611,0.315,14.275,6.999,0.91,2.57,48.986,0.828,6.605,6.369,2.339,17.987,-328.385,-65.604,-33.692,-17.669,-14.02,-13.061,-213.84
116.35,71.495,0.4275,17.095,64.562,0.313,14.275,6.933,0.114,2.82,48.066,0.013,7.952,0.794,0.323,19.551,-329.097,-65.712,-33.741,-17.712,-14.042,-13.107,-214.275
116.375,71.5525,-0.2175,17.1225,64.513,0.31,14.275,7.039,-0.527,2.847,49.555,0.278,8.108,-3.713,-1.502,20.045,-329.805,-65.82,-33.791,-17.754,-14.064,-13.153,-214.708
116.4,71.3625,-0.76,17.3625,64.463,0.308,14.275,6.9,-1.068,3.088,47.603,1.141,9.533,-7.369,-3.297,21.302,-330.508,-65.927,-33.84,-17.796,-14.086,-13.198,-215.137
116.425,70.9425,-1.115,17.295,64.414,0.306,14.275,6.528,-1.421,3.02,42.621,2.019,9.12,-9.277,-4.291,19.716,-331.208,-66.034,-33.889,-17.838,-14.108,-13.244,-215.566
116.45,69.7075,-1.0275,17.385,64.364,0.304,14.275,5.343,-1.332,3.11,28.553,1.773,9.672,-7.115,-4.141,16.618,-331.903,-66.139,-33.937,-17.88,-14.13,-13.289,-215.99
116.475,68.8675,-0.77,17.5475,64.315,0.302,14.275,4.553,-1.072,3.272,20.725,1.149,10.709,-4.88,-3.508,14.898,-332.594,-66.244,-33.985,-17.921,-14.151,-13.334,-216.411
116.5,67.7425,-0.1425,16.69,64.265,0.3,14.275,3.478,-0.443,2.415,12.093,0.196,5.832,-1.539,-1.069,8.398,-333.281,-66.348,-34.032,-17.963,-14.172,-13.38,-216.831
116.525,66.2675,0.45,16.1175,64.216,0.298,14.275,2.052,0.152,1.842,4.209,0.023,3.395,0.312,0.28,3.78,-333.964,-66.451,-34.079,-18.004,-14.194,-13.425,-217.247
116.55,65.59,0.8625,16.0475,64.166,0.296,14.276,1.424,0.567,1.771,2.028,0.321,3.138,0.807,1.004,2.523,-334.642,-66.554,-34.125,-18.044,-14.215,-13.469,-217.661
116.575,64.805,0.88,15.855,64.117,0.294,14.276,0.688,0.586,1.579,0.473,0.343,2.493,0.403,0.925,1.086,-335.316,-66.655,-34.171,-18.085,-14.235,-13.514,-218.071
116.6,64.4125,0.7225,15.9,64.067,0.291,14.276,0.346,0.432,1.624,0.119,0.186,2.637,0.149,0.701,0.561,-335.986,-66.756,-34.217,-18.125,-14.256,-13.559,-218.479
116.625,64.5925,0.5725,16.0,64.017,0.289,14.276,0.576,0.284,1.724,0.331,0.08,2.972,0.163,0.489,0.992,-336.652,-66.856,-34.262,-18.165,-14.277,-13.603,-218.885
116.65,64.905,0.225,15.435,63.968,0.287,14.276,0.937,-0.062,1.159,0.878,0.004,1.343,-0.058,-0.072,1.086,-337.313,-66.955,-34.307,-18.205,-14.297,-13.648,-219.287
116.675,65.035,-0.0025,14.8925,63.918,0.285,14.276,1.117,-0.287,0.617,1.248,0.083,0.38,-0.321,-0.177,0.689,-337.97,-67.054,-34.351,-18.245,-14.317,-13.692,-219.688
116.7,65.3975,-0.4425,15.245,63.869,0.283,14.276,1.528,-0.726,0.969,2.336,0.526,0.939,-1.109,-0.703,1.481,-338.623,-67.152,-34.395,-18.284,-14.337,-13.736,-220.085
116.725,65.7825,-0.445,15.46,63.819,0.281,14.276,1.963,-0.726,1.184,3.855,0.527,1.402,-1.426,-0.86,2.325,-339.271,-67.248,-34.438,-18.323,-14.357,-13.78,-220.478
116.75,65.425,0.195,15.2125,63.77,0.279,14.276,1.655,-0.084,0.937,2.739,0.007,0.877,-0.139,-0.079,1.55,-339.915,-67.345,-34.481,-18.362,-14.377,-13.824,-220.87
116.775,64.865,0.835,14.665,63.72,0.277,14.276,1.145,0.558,0.389,1.311,0.311,0.151,0.639,0.217,0.445,-340.555,-67.44,-34.524,-18.401,-14.396,-13.868,-221.26
116.8,63.89,2.085,14.3225,63.671,0.275,14.277,0.219,1.81,0.046,0.048,3.276,0.002,0.396,0.082,0.01,-341.19,-67.534,-34.566,-18.439,-14.416,-13.911,-221.645
116.825,63.7975,1.36,14.27,63.621,0.273,14.277,0.176,1.087,-0.007,0.031,1.182,0.0,0.192,-0.008,-0.001,-341.821,-67.628,-34.607,-18.477,-14.435,-13.955,-222.028
116.85,63.2725,0.315,14.6875,63.571,0.27,14.277,-0.298,0.045,0.411,0.089,0.002,0.169,-0.013,0.018,-0.123,-342.447,-67.721,-34.649,-18.515,-14.454,-13.998,-222.409
116.875,62.29,-0.595,15.0225,63.522,0.268,14.277,-1.232,-0.863,0.746,1.518,0.745,0.556,1.063,-0.643,-0.918,-343.069,-67.813,-34.689,-18.553,-14.473,-14.041,-222.786
116.9,61.45,-1.3125,14.94,63.472,0.266,14.277,-2.022,-1.579,0.663,4.088,2.492,0.44,3.192,-1.047,-1.341,-343.687,-67.904,-34.729,-18.59,-14.492,-14.084,-223.16
116.925,60.7925,-1.45,14.6325,63.423,0.264,14.277,-2.631,-1.714,0.356,6.92,2.938,0.126,4.509,-0.609,-0.935,-344.3,-67.995,-34.769,-18.627,-14.51,-14.127,-223.532
116.95,60.5775,-1.555,14.605,63.373,0.262,14.277,-2.795,-1.817,0.328,7.815,3.301,0.108,5.079,-0.596,-0.917,-344.908,-68.084,-34.809,-18.664,-14.529,-14.17,-223.901
116.975,59.9325,-1.135,13.6175,63.324,0.26,14.278,-3.392,-1.395,-0.661,11.502,1.946,0.436,4.731,0.921,2.24,-345.513,-68.173,-34.848,-18.701,-14.547,-14.213,-224.267
117.0,59.7025,-0.5325,13.5475,63.274,0.258,14.278,-3.572,-0.79,-0.731,12.756,0.625,0.534,2.823,0.577,2.609,-346.112,-68.261,-34.886,-18.738,-14.565,-14.255,-224.63
117.025,60.5725,0.245,14.135,63.224,0.256,14.278,-2.651,-0.011,-0.143,7.03,0.0,0.02,0.029,0.002,0.379,-346.708,-68.348,-34.924,-18.774,-14.583,-14.298,-224.99
117.05,61.29,0.38,13.895,63.175,0.254,14.278,-1.885,0.126,-0.383,3.553,0.016,0.147,-0.238,-0.048,0.722,-347.298,-68.434,-34.961,-18.81,-14.6,-14.34,-225.346
117.075,61.94,0.3575,13.145,63.125,0.252,14.278,-1.185,0.105,-1.133,1.404,0.011,1.284,-0.125,-0.12,1.343,-347.884,-68.52,-34.998,-18.846,-14.618,-14.382,-225.701
117.1,62.315,0.3,13.0225,63.076,0.25,14.278,-0.761,0.05,-1.255,0.579,0.002,1.576,-0.038,-0.063,0.955,-348.466,-68.605,-35.035,-18.881,-14.635,-14.424,-226.053
117.125,63.16,0.0875,13.72,63.026,0.248,14.279,0.134,-0.161,-0.559,0.018,0.026,0.312,-0.022,0.09,-0.075,-349.043,-68.689,-35.071,-18.916,-14.652,-14.466,-226.401
117.15,64.325,0.0625,13.2775,62.976,0.245,14.279,1.349,-0.182,-1.002,1.82,0.033,1.003,-0.246,0.183,-1.351,-349.616,-68.772,-35.107,-18.951,-14.669,-14.508,-226.748
117.175,65.0,0.48,13.4425,62.927,0.243,14.279,2.073,0.237,-0.836,4.297,0.056,0.7,0.491,-0.198,-1.734,-350.184,-68.854,-35.142,-18.986,-14.686,-14.549,-227.09
117.2,65.7225,0.71,14.065,62.877,0.241,14.279,2.845,0.469,-0.214,8.097,0.22,0.046,1.335,-0.1,-0.609,-350.747,-68.935,-35.177,-19.021,-14.703,-14.591,-227.43
117.225,66.045,0.74,14.1925,62.828,0.239,14.279,3.217,0.501,-0.086,10.349,0.251,0.007,1.612,-0.043,-0.278,-351.306,-69.016,-35.211,-19.055,-14.719,-14.632,-227.767
117.25,66.805,0.4675,14.5275,62.778,0.237,14.28,4.027,0.231,0.248,16.217,0.053,0.061,0.928,0.057,0.997,-351.86,-69.095,-35.245,-19.089,-14.736,-14.673,-228.1
117.275,67.7225,0.1875,14.9475,62.729,0.235,14.28,4.993,-0.047,0.668,24.935,0.002,0.446,-0.237,-0.032,3.333,-352.409,-69.174,-35.278,-19.123,-14.752,-14.714,-228.43
117.3,68.275,-0.0425,14.8975,62.679,0.233,14.28,5.596,-0.276,0.618,31.315,0.076,0.381,-1.542,-0.17,3.456,-352.954,-69.252,-35.311,-19.156,-14.768,-14.755,-228.758
117.325,68.33,-0.2525,15.5275,62.63,0.231,14.28,5.7,-0.484,1.248,32.49,0.234,1.556,-2.756,-0.603,7.111,-353.494,-69.329,-35.344,-19.19,-14.783,-14.796,-229.084
117.35,69.8325,-0.6325,16.93,62.58,0.229,14.28,7.252,-0.861,2.65,52.599,0.742,7.023,-6.248,-2.283,19.219,-354.03,-69.405,-35.375,-19.223,-14.799,-14.836,-229.405
117.375,70.0025,-1.1,17.1025,62.531,0.227,14.281,7.471,-1.327,2.821,55.823,1.761,7.961,-9.915,-3.744,21.081,-354.56,-69.481,-35.407,-19.255,-14.814,-14.877,-229.724
117.4,70.0825,-1.445,16.82,62.481,0.225,14.281,7.601,-1.67,2.539,57.783,2.789,6.447,-12.695,-4.24,19.3,-355.087,-69.555,-35.438,-19.288,-14.83,-14.917,-230.04
117.425,70.0775,-1.5625,16.155,62.431,0.223,14.281,7.647,-1.786,1.874,58.469,3.188,3.512,-13.653,-3.346,14.33,-355.608,-69.629,-35.468,-19.32,-14.845,-14.957,-230.353
117.45,69.71,-1.14,15.3025,62.382,0.221,14.281,7.328,-1.361,1.021,53.7,1.852,1.043,-9.973,-1.39,7.486,-356.125,-69.702,-35.498,-19.352,-14.86,-14.997,-230.662
117.475,69.1375,-0.6225,14.225,62.332,0.219,14.282,6.806,-0.842,-0.057,46.315,0.708,0.003,-5.727,0.048,-0.388,-356.636,-69.774,-35.528,-19.384,-14.874,-15.037,-230.969
117.5,68.7075,-0.155,13.62,62.283,0.217,14.282,6.424,-0.372,-0.662,41.274,0.138,0.438,-2.39,0.246,-4.253,-357.144,-69.845,-35.557,-19.415,-14.889,-15.077,-231.273
117.525,68.23,0.1175,12.975,62.233,0.215,14.282,5.997,-0.098,-1.307,35.964,0.01,1.708,-0.585,0.127,-7.838,-357.646,-69.915,-35.586,-19.447,-14.903,-15.116,-231.574
117.55,67.8325,0.1375,13.1325,62.184,0.213,14.282,5.648,-0.075,-1.149,31.906,0.006,1.321,-0.426,0.087,-6.493,-358.144,-69.985,-35.614,-19.477,-14.917,-15.155,-231.871
117.575,67.4725,0.185,13.3925,62.135,0.21,14.283,5.337,-0.025,-0.89,28.489,0.001,0.793,-0.133,0.022,-4.753,-358.636,-70.053,-35.642,-19.508,-14.931,-15.195,-232.166
117.6,67.03,0.3425,13.48,62.085,0.208,14.283,4.945,0.135,-0.803,24.453,0.018,0.645,0.665,-0.108,-3.971,-359.124,-70.121,-35.669,-19.539,-14.945,-15.234,-232.457
117.625,67.035,0.385,13.82,62.036,0.206,14.283,4.999,0.179,-0.463,24.99,0.032,0.214,0.895,-0.083,-2.315,-359.608,-70.188,-35.695,-19.569,-14.959,-15.273,-232.745
117.65,67.3275,0.75,14.045,61.986,0.204,14.283,5.342,0.546,-0.238,28.532,0.298,0.057,2.916,-0.13,-1.271,-360.086,-70.254,-35.722,-19.599,-14.972,-15.312,-233.031
117.675,67.5275,0.6325,14.19,61.937,0.202,14.284,5.591,0.43,-0.094,31.254,0.185,0.009,2.407,-0.04,-0.526,-360.56,-70.319,-35.747,-19.628,-14.985,-15.35,-233.313
117.7,67.7675,0.4325,14.635,61.887,0.2,14.284,5.88,0.232,0.351,34.58,0.054,0.123,1.367,0.082,2.064,-361.028,-70.383,-35.773,-19.658,-14.999,-15.389,-233.592
117.725,67.735,0.3625,14.3475,61.838,0.198,14.284,5.897,0.164,0.063,34.775,0.027,0.004,0.97,0.01,0.374,-361.492,-70.446,-35.797,-19.687,-15.011,-15.427,-233.868
117.75,67.035,0.6125,13.74,61.789,0.196,14.285,5.246,0.417,-0.545,27.521,0.173,0.297,2.185,-0.227,-2.859,-361.951,-70.509,-35.822,-19.716,-15.024,-15.465,-234.141
117.775,66.96,0.7475,13.2875,61.739,0.194,14.285,5.221,0.554,-0.998,27.259,0.306,0.995,2.89,-0.552,-5.208,-362.405,-70.57,-35.845,-19.744,-15.037,-15.503,-234.41
117.8,66.2775,1.0725,12.835,61.69,0.192,14.285,4.588,0.881,-1.45,21.045,0.775,2.102,4.039,-1.277,-6.652,-362.854,-70.631,-35.869,-19.773,-15.049,-15.541,-234.677
117.825,65.915,0.975,12.625,61.64,0.19,14.285,4.275,0.785,-1.66,18.276,0.616,2.756,3.356,-1.303,-7.097,-363.298,-70.69,-35.891,-19.801,-15.061,-15.579,-234.94
117.85,65.5075,1.1875,12.8625,61.591,0.188,14.286,3.916,1.0,-1.423,15.339,0.999,2.026,3.915,-1.423,-5.575,-363.738,-70.749,-35.914,-19.828,-15.073,-15.616,-235.2
117.875,65.58,1.2525,12.9325,61.542,0.186,14.286,4.038,1.067,-1.354,16.305,1.137,1.832,4.307,-1.444,-5.465,-364.172,-70.807,-35.936,-19.856,-15.085,-15.654,-235.458
117.9,65.09,1.6075,13.3525,61.492,0.184,14.286,3.598,1.423,-0.934,12.946,2.026,0.871,5.122,-1.329,-3.359,-364.601,-70.864,-35.957,-19.883,-15.097,-15.691,-235.711
